Scheme Code,Net Asset Value
 ,
Open Ended Schemes(Debt Scheme - Banking and PSU Fund),
 ,
Aditya Birla Sun Life Mutual Fund,
 ,
145542,1002.3996
145544,1005.9571
149411,1000.0000
149408,1065.2485
149409,1000.0000
149410,1065.2526
145539,1001.0721
145540,1000.1472
145535,1202.2091
145549,1015.4753
145548,1002.3577
145543,1004.0152
145538,1001.0569
 ,
Indiabulls Mutual Fund,
 ,
147458,1000.9982
147452,1002.5297
147450,1158.1755
147453,1005.8588
147451,1001.7982
147455,1001.007
147457,1003.582
147454,1154.2979
147459,1005.6634
147456,1001.9008
149394,1063.8376
149393,1063.4057
149396,1062.5297
149395,1063.9512
 ,
Invesco Mutual Fund,
 ,
147884,1000.5109
147883,1131.7505
147886,1004.7407
147885,1001.1285
147880,1000.1316
147878,1129.563
147879,1004.6583
147881,1001.077
 ,
ITI Mutual Fund,
 ,
147707,1134.1772
147708,1001.0000
147710,1003.5899
147713,1141.1304
147717,1005.4334
147711,1001.8789
147715,1066.2528
147709,1001.0000
147716,1003.6148
147714,1137.1295
147718,1005.3565
147712,1001.8655
 ,
JM Financial Mutual Fund,
 ,
147838,1000.0000
147835,1000.8896
147839,1000.0000
147836,1135.5098
147834,1000.8884
147837,1138.1309
149828,1138.1314
149827,1073.9936
149829,1138.1318
149826,1073.9936
 ,
Kotak Mahindra Mutual Fund,
 ,
146141,1194.6736
146142,1190.1453
146140,1003.6055
146138,1004.7568
 ,
LIC Mutual Fund,
 ,
147516,1058.4389
147515,1161.0903
147513,1160.8242
147514,1001.4709
147517,1044.6591
147519,1155.5278
147512,1114.1676
147518,1046.4725
 ,
Mahindra Manulife Mutual Fund,
 ,
147563,1145.1406
147564,1159.4703
147566,1112.4312
147565,1155.1519
149471,1000.0000
149470,1063.2905
 ,
Mirae Asset Mutual Fund,
 ,
147737,1000.0008
147738,1000.3629
147736,1148.1603
147740,1000.5395
147743,1000.0000
147742,1000.3577
147739,1144.3600
147741,1000.5306
 ,
Nippon India Mutual Fund,
 ,
145830,100.0050
145812,100.0050
145810,120.2495
145824,100.5982
145825,100.4540
145823,100.0407
145827,100.5809
145833,100.4482
145811,119.7495
145826,100.0402
 ,
NJ Mutual Fund,
 ,
150369,1038.7498
150368,1038.0651
 ,
PGIM India Mutual Fund,
 ,
147605,1000.0063
147606,1155.9531
147608,1000.3335
147609,1000
147607,1000.3367
147600,1152.4799
 ,
quant Mutual Fund,
 ,
151190,10.1924
151195,10.1873
151193,10.1926
151191,10.173
 ,
Samco Mutual Fund,
 ,
150631,1028.5600
150632,1027.6196
 ,
SBI Mutual Fund,
 ,
119831,1131.6183
119833,3645.8327
119832,1155.5482
114297,1129.0704
101206,3604.9843
103140,1152.8731
 ,
Shriram Mutual Fund,
 ,
150562,10.3625
150566,10.0049
150561,10.0000
150564,10.0046
150558,10.0000
150565,10.3566
150560,10.0193
150559,10.0105
 ,
Sundaram Mutual Fund,
 ,
146964,1000.0300
146956,1066.5465
146963,1190.1928
146962,1044.0246
146957,1044.0246
146955,1048.6751
146953,1000.0300
146958,1067.9537
146959,1185.3420
146960,1040.2906
146961,1040.2906
146954,1047.5785
149820,1000.0000
149821,1060.1075
149819,1000.0000
149818,1060.0975
 ,
Tata Mutual Fund,
 ,
146978,1000.0000
146979,1000.0000
146980,1181.5100
146977,1176.4647
 ,
Trust Mutual Fund,
 ,
149796,1060.6266
149797,1060.6375
149798,1060.2
149795,1060.0086
 ,
Union Mutual Fund,
 ,
147002,1000.7630
147003,1179.2110
147006,1005.2582
146998,1001.0716
146997,1174.5877
147000,1005.1267
149451,1000.0000
149452,1063.0874
149453,1000.0000
149454,1063.1088
 ,
UTI Mutual Fund,
 ,
100814,3036.3427
120785,3065.8083
124266,1371.6621
120786,1608.9758
124265,1370.8617
100813,1564.2175
 ,
Open Ended Schemes(Debt Scheme - Short Duration Fund),
 ,
Aditya Birla Sun Life Mutual Fund,
 ,
119496,11.9336
119498,42.6712
101844,40.0172
101843,16.634
112356,10.5061
119497,10.9819
 ,
Axis Mutual Fund,
 ,
120510,27.9600
120511,10.0841
133894,17.1080
120512,10.2582
128950,22.3737
112354,25.9506
112355,10.2637
133895,17.3604
112369,10.4095
112721,25.6613
112723,10.0779
112722,10.2395
 ,
Bandhan Mutual Fund,
 ,
143369,11.0940
143367,10.5721
143368,10.8401
108713,10.4569
131383,17.8524
143366,10.6541
108716,14.25207048
108714,11.21885202
108717,18.70210837
108718,14.74155325
108719,22.16392015
108720,17.71169997
108715,12.03375677
118405,10.4144
118407,50.9643
118406,10.4711
131382,18.3984
 ,
Bank of India Mutual Fund,
 ,
119382,24.2018
119383,11.7683
119384,11.1584
111585,22.5270
111589,11.5593
111590,11.3912
 ,
Baroda BNP Paribas Mutual Fund,
 ,
119400,26.3116
119399,10.1583
140463,11.0187
113036,24.6153
113037,10.1286
140465,10.6163
 ,
Canara Robeco Mutual Fund,
 ,
118320,23.3332
118321,16.8102
118322,16.3419
115077,21.6823
115078,14.9660
115079,14.8944
 ,
DSP Mutual Fund,
 ,
119226,42.1963
119222,12.3266
119224,11.5983
119223,10.1959
101306,11.5115
101304,39.3803
101305,12.3059
101303,10.1958
 ,
Franklin Templeton Mutual Fund,
 ,
148313,0.0000
118567,1404.0368
118566,1462.6160
118568,1188.1120
101236,1376.4043
101238,1431.8859
101242,1246.6870
118565,4951.0510
148314,0.0000
148318,0.0000
148013,77.0766
148015,98.3534
148010,93.1260
148004,0.0000
148009,0.0000
148003,0.0000
148007,0.0000
148017,28.5702
148018,29.6263
148016,23.9934
148011,26.6633
148012,27.5807
148014,23.9087
148312,0.0000
148311,0.0000
148319,0.0000
148317,0.0000
148008,0.0000
148002,0.0000
148001,0.0000
148005,0.0000
148315,0.0000
101232,4932.6020
101244,4081.2371
101246,0.0000
148006,0.0000
148316,0.0000
101237,0.0000
 ,
HDFC Mutual Fund,
 ,
119015,10.3584
113048,10.2498
113047,26.7662
119016,27.4337
133367,17.4822
133368,17.1315
 ,
HSBC Mutual Fund,
 ,
151063,11.1326
151062,22.3668
151070,13.0894
151067,23.4584
151068,11.8105
151069,11.5141
151071,12.6035
151065,22.3669
151064,10.7585
 ,
ICICI Prudential Mutual Fund,
 ,
122674,42.3355
122909,40.9620
120754,54.2223
131478,13.7741
120755,12.7534
120753,12.8230
101758,50.4003
131479,13.4958
101759,12.2409
101165,12.1323
101229,12.6927
101231,43.8071
101230,12.8807
 ,
IDBI Mutual Fund,
 ,
115005,23.3071
118349,25.1778
114999,12.2349
118457,15.4865
115000,12.4198
118458,13.6063
 ,
Indiabulls Mutual Fund,
 ,
123704,2011.2632
123708,1795.2425
123706,1017.4227
123707,1022.3281
123705,1013.8581
123710,1018.9101
123711,1027.5051
123709,1013.7037
 ,
Invesco Mutual Fund,
 ,
117973,1036.8661
120559,1023.5517
120560,3288.8281
120561,2164.2069
120563,2320.3152
120562,1020.082
105185,3015.9575
105191,1055.7323
105189,3005.4611
105187,1971.0072
105192,1016.4935
105190,1019.9874
116110,2249.7408
 ,
JM Financial Mutual Fund,
 ,
150545,10.3270
150544,10.3270
150542,10.2759
150543,10.2760
120469,14.6036
120470,10.6757
120471,26.9629
115103,14.0738
101524,10.6037
101521,26.4425
115090,13.9335
101519,11.6715
101520,36.0763
 ,
Kotak Mahindra Mutual Fund,
 ,
135500,13.4729
135501,10.4243
101373,44.0229
119739,47.6151
101372,10.0545
 ,
LIC Mutual Fund,
 ,
145954,12.9494
145953,12.9494
145952,12.3972
145951,12.3972
 ,
Mahindra Manulife Mutual Fund,
 ,
148730,10.6239
148729,11.0269
148727,10.8086
148728,10.4057
 ,
Mirae Asset Mutual Fund,
 ,
142641,13.8803
142640,13.8625
142643,13.3390
142642,13.3362
 ,
Nippon India Mutual Fund,
 ,
125269,19.2914
118797,11.7110
118800,14.9417
118796,47.4685
125268,18.0048
101667,11.4875
101669,14.6186
101665,44.2674
 ,
PGIM India Mutual Fund,
 ,
138277,24.3014
138266,10.0598
138264,17.6687
138270,41.4044
138268,12.2006
138271,10.8167
138256,38.1045
138274,14.7284
138254,11.533
138265,10.2176
138276,23.5281
138273,10.1326
138275,12.7489
138272,9.5938
138257,20.5151
138262,17.8274
138261,9.175
138260,10.045
138255,9.3589
 ,
SBI Mutual Fund,
 ,
106230,12.7255
106229,14.0296
106228,12.7062
106227,30.6307
119813,15.8996
119816,28.4418
119815,19.1571
119817,12.4583
106233,14.9677
106231,27.0728
106234,12.2629
106232,12.2750
 ,
Sundaram Mutual Fund,
 ,
149588,12.9216
149726,13.0132
149727,12.9607
149733,13.1669
149728,13.3218
149729,12.9216
149734,12.9227
149730,13.0232
149735,12.8712
149736,13.4845
149731,13.1784
149732,12.8853
149587,39.9058
149585,37.3298
149586,12.8852
 ,
Tata Mutual Fund,
 ,
119949,44.2519
101548,40.7419
119950,20.0957
133974,23.4780
101547,18.3952
133975,21.5845
 ,
Trust Mutual Fund,
 ,
149076,1070.1627
149078,1023.9794
149079,1033.1848
149077,1017.6041
149073,1061.4535
149080,1019.3139
149075,1024.3336
149074,1015.301
 ,
UTI Mutual Fund,
 ,
120718,28.0803
131425,11.4912
106383,19.9843
106384,37.8042
106624,26.702
135497,11.8781
124962,15.5098
131548,10.455
120719,15.8774
134517,11.8084
125045,15.247
131424,11.4379
131547,11.6638
106980,13.8175
 ,
Open Ended Schemes(Debt Scheme - Ultra Short Duration Fund),
 ,
Aditya Birla Sun Life Mutual Fund,
 ,
112016,266.7314
119501,469.129
101317,463.0576
119500,100.0001
119499,100.4695
105888,100.0001
105887,100.4529
109108,100.0001
101316,448.091
105881,100.453
 ,
Axis Mutual Fund,
 ,
144753,10.0338
144755,10.0810
144756,13.1652
144757,10.0601
144754,13.1616
144758,10.0689
144760,10.0769
144761,12.6428
144762,10.0762
144759,12.6429
 ,
Bandhan Mutual Fund,
 ,
144195,10.0893
144173,13.0522
144196,11.0609
144192,10.3452
144191,10.0868
144174,10.0367
144172,10.0519
144171,12.9493
144194,10.0938
144193,10.8919
144190,10.3329
144189,10.0880
 ,
Bank of India Mutual Fund,
 ,
119380,1011.9280
119379,2797.4624
119381,1007.9081
126389,2784.1877
111970,1007.4498
109269,2731.8734
109264,1008.3797
 ,
Baroda BNP Paribas Mutual Fund,
 ,
143510,1000.5583
143507,1006.2583
143464,1309.2139
143511,1007.0751
143508,1320.5919
143509,1000.0000
 ,
Canara Robeco Mutual Fund,
 ,
118315,1240.7100
118317,3438.0507
118319,1967.9080
118318,1005.8028
118316,1240.8207
109372,1240.7100
109371,3272.7473
109370,1005.3482
109366,1240.8027
140530,1344.4992
 ,
DSP Mutual Fund,
 ,
119205,3121.0715
119206,1122.6224
119203,1005.3951
119204,1072.1862
119207,1005.1369
104138,2917.9091
104140,1005.4914
117063,1065.4530
117995,1111.4317
104139,1005.1174
 ,
Franklin Templeton Mutual Fund,
 ,
107248,33.7757
109574,0.0000
107251,12.3700
107247,32.9262
107252,12.4137
109575,12.5163
107249,34.9131
107250,12.4788
118560,34.2355
109576,12.5111
118561,12.1512
118562,12.1960
147975,0.0000
147976,0.0000
147980,0.0000
147979,0.0000
147977,0.0000
147971,0.0000
147974,0.0000
147973,0.0000
147978,0.0000
147970,0.0000
147972,0.0000
 ,
HDFC Mutual Fund,
 ,
145041,10.103
145039,10.092
145034,13.0758
145036,10.1044
145035,10.0596
145040,12.8933
145037,10.2025
145038,10.0592
 ,
HSBC Mutual Fund,
 ,
147910,1079.9409
147908,1161.3528
147915,1016.8793
147912,1007.8395
147909,1031.7278
147907,1151.9010
147916,1032.3813
147911,1041.9341
 ,
ICICI Prudential Mutual Fund,
 ,
145399,10.0494
120676,25.2433
120678,10.7542
120677,10.8342
120675,10.9743
145404,10.0060
145401,10.0879
145400,10.0939
130942,16.0996
145403,10.0649
115092,23.5603
115093,10.6114
115094,10.7011
115091,10.7794
145402,10.0775
 ,
IDBI Mutual Fund,
 ,
126166,2343.8343
126165,2368.4339
113252,1017.0054
118459,1031.1905
113251,2368.2863
118350,2491.0918
113254,1122.7043
118460,1458.6302
113253,1097.9701
118461,1102.1133
 ,
Invesco Mutual Fund,
 ,
114361,1061.851
136111,1214.2878
120543,1730.8407
136112,1232.1032
120541,2430.7989
120542,1647.1012
120544,1027.635
114359,2299.9072
114362,1015.8013
114360,1176.6299
 ,
ITI Mutual Fund,
 ,
148909,1087.3711
148910,1001.0000
148908,1003.1964
148913,1086.5654
148916,1005.9189
148915,1001.5176
148917,1069.2731
148912,1001.0000
148911,1002.9385
148906,1069.2553
148914,1005.3648
148907,1001.4495
 ,
JM Financial Mutual Fund,
 ,
122316,27.8437
120457,10.5165
120458,27.5938
120454,10.3437
120455,10.8856
122317,26.9500
104272,10.2477
106101,10.4216
104271,26.7195
106104,10.8027
 ,
Kotak Mahindra Mutual Fund,
 ,
102591,36.6187
102592,10.7343
119750,37.9765
119751,16.3897
110575,10.0798
119749,10.8186
 ,
LIC Mutual Fund,
 ,
147771,1000.2706
147772,1150.936
147773,1151.0128
147769,1078.7381
147766,1072.0198
147770,1142.2893
147768,1142.3212
147767,1031.0197
 ,
Mahindra Manulife Mutual Fund,
 ,
147733,1063.7472
147732,1001.7739
147731,1190.4212
147729,1038.8079
147734,1173.3536
147730,1001.6657
 ,
Mirae Asset Mutual Fund,
 ,
148529,1114.1945
148532,1114.3033
148530,1108.3333
148531,1107.9285
 ,
Motilal Oswal Mutual Fund,
 ,
124234,15.0600
124233,14.4444
124316,10.6284
124311,10.6559
124312,10.7900
124306,10.6410
124308,10.6357
124303,10.4875
124313,10.5018
124315,10.4893
124305,10.6404
124310,10.4926
 ,
Nippon India Mutual Fund,
 ,
143498,1114.1500
143500,1114.1500
143497,1026.0009
143502,1018.9535
143501,1091.6900
143499,1016.5181
143496,1012.4519
147673,0.0000
147681,0.0000
147675,0.0000
147676,0.0000
147677,0.0000
147682,0.0000
147674,0.0000
147678,0.0000
147679,0.0000
147680,0.0000
143495,1091.6900
143494,3733.8334
143493,3444.0853
 ,
PGIM India Mutual Fund,
 ,
138342,10.0203
138361,10.0179
138358,30.1997
138359,12.0245
138362,10.2811
138343,29.3107
138344,12.6584
138338,10.0215
138337,34.2452
138340,10.5275
138339,10.5017
138341,10.0923
138368,20.9045
138354,10.7885
138345,16.1171
138367,15.3662
138360,11.11
138363,18.2209
138357,15.25
138366,12.7173
138364,11.2976
138349,16.077
138365,13.9637
138353,11.5762
138346,16.6686
 ,
SBI Mutual Fund,
 ,
119784,1925.1502
119828,5148.4885
119829,1239.1961
105080,1914.8884
100641,5085.0271
103884,1232.4531
 ,
Sundaram Mutual Fund,
 ,
149720,1061.8788
149721,1006.1763
149724,1091.8915
149540,1062.2148
149539,2474.3719
149719,1020.1955
149536,1005.4300
149535,2332.1744
149537,1061.5591
149538,1020.6790
149722,1063.0138
149723,1074.6525
 ,
Tata Mutual Fund,
 ,
146076,12.6303
146068,10.4092
146073,12.1751
146074,10.3816
146069,12.6303
146067,10.4092
146075,12.5523
146072,12.1751
146071,10.3816
146070,12.1723
 ,
UTI Mutual Fund,
 ,
120746,3839.7501
112083,2590.2348
112082,1003.5556
102532,3625.4519
139568,1207.7748
120744,1277.4209
121892,1862.9524
131512,1327.6706
147128,1217.4544
131444,1102.9295
133059,1594.3088
120745,1083.7515
134484,1186.3779
109501,1046.1477
121891,1399.5466
131511,1323.3013
134799,1170.4698
131445,1025.5001
133873,1144.2901
102531,1161.1696
 ,
WhiteOak Capital Mutual Fund,
 ,
147316,1001.4701
147315,1003.4565
147311,1198.5596
147312,1003.2709
147313,1002.5526
147308,1001.4596
147309,1003.1991
147307,1172.8667
147314,1003.0734
147310,1001.9599
 ,
Open Ended Schemes(Equity Scheme - Contra Fund),
 ,
Invesco Mutual Fund,
 ,
120348,85.19
120349,39.71
105460,74.62
105459,30.46
 ,
Kotak Mahindra Mutual Fund,
 ,
103040,84.443
119769,96.573
103039,29.107
119768,34.365
 ,
SBI Mutual Fund,
 ,
119835,238.0513
119724,50.2393
100915,38.6193
102414,222.7126
 ,
Open Ended Schemes(Equity Scheme - Dividend Yield Fund),
 ,
Aditya Birla Sun Life Mutual Fund,
 ,
119507,281.93
101738,261.44
119506,32.92
101737,18.49
 ,
Franklin Templeton Mutual Fund,
 ,
118527,93.4772
118526,22.2285
103679,20.1170
103678,87.1080
 ,
HDFC Mutual Fund,
 ,
148609,15.369
148610,14.813
148608,14.334
148611,13.742
 ,
ICICI Prudential Mutual Fund,
 ,
129312,31.12
129309,17.01
129310,28.77
129311,14.23
 ,
IDBI Mutual Fund,
 ,
145750,17.38
145749,17.38
145747,16.49
145748,16.49
 ,
SBI Mutual Fund,
 ,
151478,9.9590
151475,9.9590
151476,9.9557
151477,9.9557
 ,
Sundaram Mutual Fund,
 ,
149700,89.5543
149699,46.1439
149698,28.3688
149697,84.4458
 ,
Tata Mutual Fund,
 ,
148947,11.2112
148952,11.2112
148951,11.2112
148948,10.8432
148950,10.8432
148949,10.8432
 ,
UTI Mutual Fund,
 ,
120750,23.9754
103025,20.4381
103026,100.8979
120749,107.3959
 ,
Open Ended Schemes(Equity Scheme - ELSS),
 ,
Aditya Birla Sun Life Mutual Fund,
 ,
119661,49.93
104331,45.76
119660,155.07
100067,86.14
119544,41.42
107745,37.76
119543,285.66
103164,142.66
 ,
Axis Mutual Fund,
 ,
120503,66.2364
120502,39.7188
112323,59.6681
112322,18.9032
 ,
Bandhan Mutual Fund,
 ,
111569,96.751
111570,25.537
118473,108.285
118472,32.746
 ,
Bank of India Mutual Fund,
 ,
119351,107.70
119352,43.02
111709,102.00
111711,16.93
111710,94.85
111708,18.27
 ,
Baroda BNP Paribas Mutual Fund,
 ,
150159,60.3650
150158,21.3020
150156,55.0677
150157,17.2588
 ,
Canara Robeco Mutual Fund,
 ,
118285,120.1900
118286,54.2200
111722,110.4800
100593,34.3800
 ,
DSP Mutual Fund,
 ,
119242,85.589
119241,55.495
104772,78.730
104773,17.336
 ,
Edelweiss Mutual Fund,
 ,
118620,77.67
111638,68.23
118619,26.96
111639,18.96
 ,
Franklin Templeton Mutual Fund,
 ,
118540,937.0080
118541,50.5887
100525,44.3064
100526,856.4622
 ,
HDFC Mutual Fund,
 ,
118929,625.385
100998,595.168
118928,57.515
100997,51.722
119060,833.029
101979,782.313
119059,64.824
101980,50.858
 ,
HSBC Mutual Fund,
 ,
151078,81.0764
151079,30.5999
151076,75.7540
151077,22.7847
104707,52.5603
120079,57.7768
104706,22.8812
120078,24.8100
 ,
ICICI Prudential Mutual Fund,
 ,
120592,621.40
120593,32.85
100354,567.94
100353,19.16
 ,
IDBI Mutual Fund,
 ,
123637,41.64
123638,37.20
123635,25.70
123636,22.35
 ,
IIFL Mutual Fund,
 ,
151165,9.3444
151166,9.3444
151164,9.3388
151167,9.3388
 ,
Indiabulls Mutual Fund,
 ,
141807,13.92
141808,13.94
141810,12.75
141862,12.74
 ,
Invesco Mutual Fund,
 ,
120416,84.46
120417,23.67
104636,73.35
104635,19.74
 ,
ITI Mutual Fund,
 ,
147541,14.5668
147542,13.9460
147544,13.5395
147543,12.9474
 ,
JM Financial Mutual Fund,
 ,
120494,30.5212
120493,29.7687
107288,27.4531
107287,27.4527
 ,
Kotak Mahindra Mutual Fund,
 ,
103339,72.814
119773,82.96
103338,27.25
119772,34.752
 ,
LIC Mutual Fund,
 ,
120270,104.6267
120269,23.9591
100865,94.1668
100864,20.5609
134878,28.0208
134865,25.7997
134876,28.0208
134847,25.7997
135976,28.0208
135979,25.7997
134877,28.0208
134864,25.7997
134879,28.0208
134867,25.7997
134881,28.0208
134863,25.7997
135977,28.0208
135983,25.7997
134880,28.0208
134868,25.7997
134875,28.0208
134846,25.7997
134882,28.0208
134870,25.7997
134884,28.0208
134869,25.7997
135978,28.0208
135981,25.7997
134883,28.0208
134871,25.7997
134885,28.0208
134873,25.7997
134887,28.0208
134872,25.7997
135980,28.0208
135982,25.7997
134886,28.0208
134874,25.7997
120259,28.0208
100325,25.7997
 ,
Mahindra Manulife Mutual Fund,
 ,
139781,20.6593
139780,13.3174
139782,15.4263
139783,18.2709
 ,
Mirae Asset Mutual Fund,
 ,
135782,21.146
135783,18.400
135781,32.720
135784,29.591
 ,
Motilal Oswal Mutual Fund,
 ,
133386,29.1339
133385,26.1437
133384,21.6366
133383,17.7954
 ,
Navi Mutual Fund,
 ,
135653,21.7764
135652,19.4178
135654,22.0287
135655,19.4161
151471,9.9765
151473,9.9764
151472,9.9755
151474,9.9755
 ,
Nippon India Mutual Fund,
 ,
133866,14.8042
133865,15.6714
118801,31.3321
103197,24.3979
103196,75.7586
118803,81.8637
 ,
PGIM India Mutual Fund,
 ,
135600,16.53
135601,26.06
135599,16.12
135598,23.58
 ,
PPFAS Mutual Fund,
 ,
147481,20.3857
147482,19.4557
 ,
quant Mutual Fund,
 ,
120847,240.3302
100175,220.3497
120846,32.0362
100174,30.5984
 ,
Quantum Mutual Fund,
 ,
111549,76.46
111550,76.46
141070,74.68
141071,74.68
 ,
Samco Mutual Fund,
 ,
150838,9.84
150839,9.80
 ,
SBI Mutual Fund,
 ,
119722,60.5306
119723,244.3772
103883,46.5741
105628,229.7245
 ,
Shriram Mutual Fund,
 ,
145819,15.7485
145822,15.6783
145820,14.5692
145821,14.5607
 ,
Sundaram Mutual Fund,
 ,
119549,151.7257
119548,14.6189
101853,145.0740
100614,12.1868
149570,336.1912
149571,335.8698
149569,318.4543
149572,296.1264
 ,
Tata Mutual Fund,
 ,
119281,143.5385
100474,67.0547
132756,30.7933
132757,27.6074
 ,
Taurus Mutual Fund,
 ,
118866,124.94
118867,57.58
100480,116.31
108402,54.49
 ,
Union Mutual Fund,
 ,
119307,42.97
119306,42.97
116051,40.40
116052,22.58
 ,
UTI Mutual Fund,
 ,
120715,144.6739
100821,132.2965
120714,34.0943
100820,25.274
 ,
WhiteOak Capital Mutual Fund,
 ,
150587,9.514
150586,9.514
150589,9.427
150588,9.427
 ,
Open Ended Schemes(Equity Scheme - Flexi Cap Fund),
 ,
Aditya Birla Sun Life Mutual Fund,
 ,
120564,1170.4
103166,1066.95
120565,156.46
103165,112.86
 ,
Axis Mutual Fund,
 ,
141925,17.75
141926,12.27
141927,16.46
141928,11.50
 ,
Bandhan Mutual Fund,
 ,
108594,127.724
108595,37.301
118424,137.348
118423,39.984
 ,
Baroda BNP Paribas Mutual Fund,
 ,
150387,9.5500
150388,9.5500
150385,9.4460
150386,9.4460
 ,
Canara Robeco Mutual Fund,
 ,
118275,231.4700
118276,63.9800
101922,211.9900
101923,43.2300
 ,
DSP Mutual Fund,
 ,
119076,66.199
119077,62.723
105875,60.983
100080,44.546
 ,
Edelweiss Mutual Fund,
 ,
140353,24.861
140354,20.411
140356,18.297
140355,22.284
 ,
Franklin Templeton Mutual Fund,
 ,
118535,1038.8586
118534,49.1806
100520,950.3953
100519,43.8374
 ,
HDFC Mutual Fund,
 ,
118955,1183.961
101762,1099.515
118954,60.833
101763,52.842
 ,
HSBC Mutual Fund,
 ,
120046,137.1872
120045,29.9000
102252,125.1880
102251,30.7560
 ,
ICICI Prudential Mutual Fund,
 ,
148990,11.22
148991,11.22
148989,10.94
148988,10.94
 ,
IDBI Mutual Fund,
 ,
128236,36.77
128235,32.72
128233,23.20
128234,20.08
 ,
Invesco Mutual Fund,
 ,
149763,10.18
149765,10.18
149766,9.98
149764,9.98
 ,
ITI Mutual Fund,
 ,
151379,9.7807
151380,9.7807
151377,9.7600
151378,9.7600
 ,
JM Financial Mutual Fund,
 ,
120492,58.3083
120491,52.9993
109522,52.8557
109523,40.7294
 ,
Kotak Mahindra Mutual Fund,
 ,
112090,51.885
120166,57.29
112089,31.331
120165,34.988
 ,
LIC Mutual Fund,
 ,
120264,67.452
120263,22.9681
100313,62.5203
100312,19.9806
 ,
Mahindra Manulife Mutual Fund,
 ,
149104,10.2743
149103,10.2743
149101,9.9438
149102,9.9439
 ,
Mirae Asset Mutual Fund,
 ,
151413,9.707
151412,9.707
151414,9.693
151415,9.693
 ,
Motilal Oswal Mutual Fund,
 ,
129047,20.3423
129046,33.3743
129049,20.0078
129048,30.7139
 ,
Navi Mutual Fund,
 ,
143793,16.8912
143798,16.7691
143797,16.7695
143796,16.7667
143792,16.7484
143791,16.7818
143787,15.3431
143795,15.3449
143794,15.3456
143790,15.3425
143789,15.3457
143788,15.3447
 ,
Nippon India Mutual Fund,
 ,
149094,10.3296
149095,10.3296
149089,10.0682
149096,10.0682
 ,
PGIM India Mutual Fund,
 ,
133837,18.43
133839,27.27
133838,16.84
133836,24.09
 ,
PPFAS Mutual Fund,
 ,
122639,52.5501
122640,49.0343
 ,
quant Mutual Fund,
 ,
109830,57.5323
120843,62.1672
120842,42.2838
109831,41.1033
 ,
Samco Mutual Fund,
 ,
149450,8.92
149449,8.76
 ,
SBI Mutual Fund,
 ,
119718,79.5278
119717,39.7505
103216,32.5131
103215,72.6103
 ,
Shriram Mutual Fund,
 ,
144905,15.2515
144906,15.1622
144902,14.0557
144903,14.0515
 ,
Sundaram Mutual Fund,
 ,
150571,9.4740
150573,9.4739
150572,9.4739
150568,9.3784
150569,9.3783
150570,9.3783
 ,
Tata Mutual Fund,
 ,
144547,15.8260
144548,14.6801
144543,15.8260
144544,14.6801
144545,14.6801
144546,15.8260
 ,
Taurus Mutual Fund,
 ,
118884,73.14
118883,144.96
100476,139.52
111640,67.71
 ,
Union Mutual Fund,
 ,
119292,34.35
119293,30.01
115270,31.68
115290,20.01
 ,
UTI Mutual Fund,
 ,
100669,216.4046
120662,228.3469
120663,151.9618
100668,143.0729
 ,
WhiteOak Capital Mutual Fund,
 ,
150347,9.680
150346,9.783
150349,9.783
150348,9.680
 ,
Open Ended Schemes(Equity Scheme - Focused Fund),
 ,
Aditya Birla Sun Life Mutual Fund,
 ,
119564,95.4642
119563,41.9319
103309,86.619
103308,18.1955
 ,
Axis Mutual Fund,
 ,
120468,40.42
120467,26.75
117560,35.79
117559,15.38
 ,
Bandhan Mutual Fund,
 ,
108592,49.494
108593,13.842
118421,56.564
118422,23.700
 ,
Baroda BNP Paribas Mutual Fund,
 ,
150264,15.1472
150265,14.1850
150262,13.0986
150263,13.9512
 ,
Canara Robeco Mutual Fund,
 ,
148883,12.2800
148882,12.2800
148884,11.9000
148885,11.8500
 ,
DSP Mutual Fund,
 ,
119096,33.820
119095,27.985
112901,31.033
113032,14.729
 ,
Edelweiss Mutual Fund,
 ,
150376,10.056
150383,10.056
150382,9.94
150384,9.939
 ,
Franklin Templeton Mutual Fund,
 ,
118564,73.0341
118563,32.8440
105817,66.0857
105816,28.1784
 ,
HDFC Mutual Fund,
 ,
118950,142.222
102760,128.868
118949,21.025
102761,17.294
 ,
HSBC Mutual Fund,
 ,
148411,15.8169
148412,14.0348
148409,15.1531
148410,13.4558
 ,
ICICI Prudential Mutual Fund,
 ,
120722,55.37
120723,36.50
111957,49.64
111958,18.96
 ,
IDBI Mutual Fund,
 ,
141920,15.80
141919,14.69
141917,14.69
141918,15.80
 ,
IIFL Mutual Fund,
 ,
131581,32.4487
131579,26.1729
131578,29.5820
131580,32.7830
 ,
Invesco Mutual Fund,
 ,
148481,14.28
148482,12.88
148483,13.69
148484,12.32
 ,
JM Financial Mutual Fund,
 ,
120488,13.1094
120487,12.8476
107410,11.5785
107409,11.5780
 ,
Kotak Mahindra Mutual Fund,
 ,
147473,16.686
147477,15.68
147472,15.68
147475,16.687
 ,
Mahindra Manulife Mutual Fund,
 ,
148569,13.2295
148567,16.2797
148571,15.4870
148566,12.5070
 ,
Mirae Asset Mutual Fund,
 ,
147205,18.541
147206,18.545
147204,17.521
147203,17.518
 ,
Motilal Oswal Mutual Fund,
 ,
122389,35.0823
122387,30.8184
122390,17.8227
122388,15.6980
 ,
